Contract ID;Created Date;Type;Insurance Category;Yearly Management Fee;Sales Fee;Customer ID
1685;23.02.17;Existing Contract;Personal liability insurance, household contents insurance & glass insurance;;0;1272
1686;10.02.17;Existing Contract;Personal liability insurance;0;0;4384
1687;10.11.17;Existing Contract;Riester pension insurance scheme;;0;4853
1688;31.03.17;Existing Contract;Household contents insurance & glass insurance;59,35;0;4547
1689;06.06.17;Existing Contract;Accident insurance;;0;1574
1690;12.04.17;Existing Contract;Statutory health insurance;;0;5280
1691;06.06.17;Existing Contract;Household contents insurance;8,38;0;5288
1692;07.03.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance (with insurance cover certificate);0;0;5032
1693;03.04.17;Existing Contract;Personal liability insurance;0;0;4477
1694;14.09.17;Existing Contract;Glass insurance;11,11;0;3197
1695;13.09.17;Existing Contract;Hunting liability insurance;3,78;0;4733
1696;07.02.17;Existing Contract;Personal liability insurance;13,1;0;574
1697;26.02.17;Existing Contract;Statutory health insurance;;0;4360
1698;08.05.17;Existing Contract;Statutory health insurance;;0;1341
1699;20.04.17;Existing Contract;Supplementary dental insurance;3,26;0;1046
1700;30.01.17;Existing Contract;Statutory health insurance;;0;4688
1701;12.05.17;Existing Contract;Term life insurance;0;0;5082
1702;09.06.17;Existing Contract;Household contents insurance;0;0;48
1703;25.11.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance (with insurance cover certificate);;0;3204
1704;17.05.17;Existing Contract;Household contents insurance;28,5;0;1443
1705;10.03.17;Existing Contract;Legal protection insurance;49,57;0;912
1706;29.05.17;Existing Contract;Statutory health insurance;;0;323
1707;08.03.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;33,86;0;3594
1708;04.08.17;Existing Contract;Accident insurance;58,68;0;45
1709;31.01.18;Existing Contract;Accident insurance;13,84;0;4915
1710;24.03.17;Existing Contract;Statutory health insurance;;0;3160
1711;22.03.17;Existing Contract;Statutory health insurance;;0;1330
1712;18.05.17;Existing Contract;Statutory health insurance;;0;5043
1713;27.01.17;Existing Contract;Statutory health insurance;;0;3003
1714;25.01.17;Existing Contract;Personal liability insurance;4,13;0;3605
1715;16.03.17;Existing Contract;Statutory health insurance;;0;4707
1716;13.07.17;Existing Contract;Household contents insurance;20,97;0;1305
1717;01.02.17;Existing Contract;Statutory health insurance;;0;873
1718;22.05.17;Existing Contract;Statutory health insurance;;0;5039
1719;14.05.17;Existing Contract;Statutory health insurance;;0;3641
1720;21.04.17;Existing Contract;Direct insurance;2,2;0;4982
1721;18.12.17;Existing Contract;Legal protection insurance;46,13;0;3378
1722;07.02.17;Existing Contract;Occupational disability & basic pension insurance;46,09;0;4442
1723;08.05.17;Existing Contract;Legal protection insurance;60,35;0;5087
1724;24.07.17;Existing Contract;Travel health insurance;0;0;5110
1725;27.03.17;Existing Contract;Supplementary dental insurance;3,21;0;4349
1726;13.03.17;Existing Contract;Statutory health insurance;;0;4807
1727;26.09.17;New Contract;Personal liability insurance;11,43;0;1684
1728;02.02.17;Existing Contract;Statutory health insurance;;0;1640
1729;11.07.17;New Contract;Occupational disability insurance;8,29;1213;1237
1730;22.03.17;Existing Contract;Statutory health insurance;;0;3221
1731;17.01.17;Existing Contract;Motor vehicle liability insurance;0;0;4075
1732;29.11.17;Existing Contract;Homeowner’s building insurance;73,05;0;537
1733;14.09.17;Existing Contract;Riester pension insurance scheme;0;0;2465
1734;27.03.17;Existing Contract;Dog owner liability insurance;8,24;0;3574
1735;29.03.17;Existing Contract;Household contents insurance;;0;568
1736;19.01.17;Existing Contract;Income protection insurance;10,08;0;1955
1737;27.04.17;Existing Contract;Homeowner’s building insurance;148,03;0;3363
1738;24.04.17;Existing Contract;Occupational disability insurance;17,03;0;627
1739;27.06.17;Existing Contract;Travel health insurance;0,14;0;880
1740;12.01.17;Existing Contract;Personal liability insurance;0;0;4943
1741;27.04.17;Existing Contract;Statutory health insurance;;0;3842
1742;18.04.18;Existing Contract;Private pension insurance;;0;3404
1743;18.05.17;Existing Contract;Statutory health insurance;;0;2801
1744;14.06.17;Existing Contract;Personal liability insurance & household contents insurance;37,98;0;4097
1745;07.01.17;Existing Contract;Statutory health insurance;;0;4212
1746;08.05.17;Existing Contract;Accident insurance;0;0;774
1747;09.11.17;Existing Contract;Direct insurance;;0;4058
1748;02.02.17;Existing Contract;Personal liability insurance;;0;313
1749;27.02.18;Existing Contract;Service indemnity insurance & professional indemnity insurance;3,19;0;4710
1750;20.03.17;Existing Contract;Household contents insurance & glass insurance;11,9;0;624
1751;21.02.17;Existing Contract;Legal protection insurance;;0;1687
1752;23.02.17;Existing Contract;Statutory health insurance;;0;2812
1753;07.06.17;Existing Contract;Personal liability insurance;10,06;0;3818
1754;12.05.17;Existing Contract;Glass insurance;2,94;0;404
1755;18.05.17;Existing Contract;Supplementary dental insurance & supplementary outpatient health insurance;4,89;0;2451
1756;14.07.17;Existing Contract;Supplementary dental insurance;2,62;0;3886
1757;19.02.18;New Contract;Personal liability insurance;24,5;0;4028
1758;03.05.17;Existing Contract;Household contents insurance & glass insurance;29,35;0;3180
1759;26.05.17;Existing Contract;Travel health insurance, travel cancellation insurance, travel curtailment insurance & travel luggage insurance;;0;1138
1760;02.03.17;Existing Contract;Pet owner liability insurance;13,24;0;5406
1761;29.03.17;Existing Contract;Personal liability insurance;;0;3581
1762;26.04.17;Existing Contract;Statutory health insurance;;0;914
1763;04.04.17;Existing Contract;Statutory health insurance;;0;1126
1764;25.04.17;Existing Contract;Household contents insurance;6,88;0;2082
1765;05.05.17;Existing Contract;Supplementary dental insurance;;0;3778
1766;03.01.18;New Contract;Supplementary dental insurance;12,36;515;3520
1767;09.11.17;New Contract;Motor vehicle liability insurance (Optional with comprehensive motor vehicle insurance, insurance cover certificate);56,62;0;690
1768;20.03.17;Existing Contract;Household contents insurance;14,94;0;4472
1769;08.03.17;Existing Contract;Household contents insurance, natural disasters insurance & glass insurance;22,53;0;4894
1770;08.06.17;Existing Contract;Pet owner liability insurance;11,62;0;3786
1771;03.05.17;Existing Contract;Occupational disability insurance;11,98;0;1039
1772;21.03.17;Existing Contract;Personal liability insurance;7,96;0;973
1773;14.07.17;Existing Contract;Supplementary dental insurance;6,65;0;4225
1774;28.03.17;Existing Contract;Supplementary hospitalisation insurance;18,4;0;4602
1775;24.03.17;Existing Contract;Statutory health insurance;;0;4455
1776;21.04.17;Existing Contract;Pension fund;;0;3744
1777;05.03.17;Existing Contract;Statutory health insurance;;0;2776
1778;21.11.17;Existing Contract;Motor vehicle liability insurance (with insurance cover certificate);0;0;4043
1779;14.01.17;Existing Contract;Statutory health insurance;;0;2888
1780;29.05.17;Existing Contract;Motor vehicle liability insurance (with insurance cover certificate);51,22;0;4545
1781;30.06.17;Existing Contract;Statutory health insurance;;0;1534
1782;10.05.17;New Contract;Personal liability insurance;12,19;0;2649
1783;18.04.18;Existing Contract;Insurance against occupational invalidity and disability;;0;4161
1784;11.05.17;Existing Contract;Personal liability insurance;;0;5196
1785;25.01.17;Existing Contract;Motor vehicle legal protection insurance;13,76;0;5072
1786;19.04.17;Existing Contract;Travel health insurance;0,41;0;390
1787;04.04.17;Existing Contract;Personal liability insurance;;0;2469
1788;08.02.17;Existing Contract;Statutory health insurance;;0;3801
1789;02.03.17;Existing Contract;Statutory health insurance;;0;631
1790;19.02.17;Existing Contract;Statutory health insurance;;0;1200
1791;13.04.17;Existing Contract;Legal protection insurance;36,14;0;492
1792;16.05.17;Existing Contract;Personal liability insurance;9,14;0;1041
1793;12.04.17;Existing Contract;Supplementary dental insurance;;0;3344
1794;12.04.17;Existing Contract;Accident insurance;;0;1776
1795;05.02.17;Existing Contract;Statutory health insurance;;0;1642
1796;22.08.17;Existing Contract;Legal protection insurance;28,69;0;3815
1797;20.04.18;Existing Contract;Pension fund;;0;2284
1798;07.04.17;Existing Contract;Occupational disability insurance & endowment life insurance;25,55;0;2547
1799;05.05.17;Existing Contract;Statutory health insurance;;0;701
1800;16.07.17;Existing Contract;Homeowner’s building insurance;;0;3388
1801;15.05.17;Existing Contract;Personal liability insurance;;0;4558
1802;12.04.17;Existing Contract;Riester pension insurance scheme;16,2;0;1580
1803;31.01.18;New Contract;Occupational disability insurance;19,95;2153,9;3001
1804;12.06.17;Existing Contract;Legal protection insurance;92,57;0;2874
1805;09.07.17;Existing Contract;Travel health insurance;;0;4407
1806;27.04.17;Existing Contract;Statutory health insurance;;0;799
1807;03.11.17;Existing Contract;Accident insurance;16,88;0;5331
1808;27.02.17;Existing Contract;Legal protection insurance;33,58;0;4446
1809;27.04.17;Existing Contract;Legal protection insurance;26,25;0;613
1810;13.02.18;Existing Contract;Direct insurance;;0;2541
1811;11.05.17;Existing Contract;Travel health insurance;0,14;0;994
1812;07.04.17;Existing Contract;Statutory health insurance;;0;1410
1813;31.05.17;Existing Contract;Statutory health insurance;;0;1169
1814;31.05.17;Existing Contract;Riester pension insurance scheme;19,48;0;3926
1815;22.02.17;Existing Contract;Household contents insurance;9,51;0;2639
1816;03.03.17;Existing Contract;Statutory health insurance;;0;5341
1817;22.08.17;Existing Contract;Glass insurance;4,92;0;4847
1818;07.02.17;Existing Contract;Homeowner’s building insurance;0;0;1498
1819;14.03.17;Existing Contract;Statutory health insurance;;0;1752
1820;05.09.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;19,27;0;289
1821;15.05.17;Existing Contract;Household contents insurance;10,24;0;1718
1822;27.01.17;Existing Contract;Household contents insurance;;0;2294
1823;17.03.17;Existing Contract;Legal protection insurance;31,11;0;2511
1824;04.04.17;Existing Contract;Legal protection insurance;50,89;0;1227
1825;25.07.17;Existing Contract;Supplementary dental insurance;1,2;0;4550
1826;29.03.17;Existing Contract;Personal liability insurance;;0;4023
1827;03.07.17;Existing Contract;Personal liability insurance;12,45;0;2824
1828;15.02.17;Existing Contract;Accident insurance;0;0;4583
1829;24.01.17;Existing Contract;Statutory health insurance;;0;821
1830;06.04.17;Existing Contract;Statutory health insurance;;0;1133
1831;29.05.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;;0;618
1832;11.07.17;Existing Contract;ADAC (automobile association) Plus membership;;0;4914
1833;25.02.17;Existing Contract;Statutory health insurance;;0;3018
1834;17.01.18;Existing Contract;Term life insurance;13,33;0;4605
1835;14.06.17;Existing Contract;Personal liability insurance;14,96;0;3550
1836;16.02.17;Existing Contract;Legal protection insurance;41,75;0;1301
1837;14.02.17;Existing Contract;Statutory health insurance;;0;811
1838;27.02.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance;0;0;676
1839;07.03.17;Existing Contract;Statutory health insurance;;0;4848
1840;20.04.17;Existing Contract;Legal protection insurance;;0;4490
1841;22.06.17;Existing Contract;Legal protection insurance;38,35;0;491
1842;20.04.17;Existing Contract;Occupational disability insurance & endowment life insurance;15,02;0;5396
1843;03.05.17;Existing Contract;Household contents insurance & glass insurance;25,5;0;3630
1844;23.03.17;Existing Contract;Motor vehicle liability insurance & fully comprehensive motor vehicle insurance (with insurance cover certificate);;0;5163
1845;02.03.17;Existing Contract;Riester pension insurance scheme;14,48;0;598
1846;11.07.17;Existing Contract;Private health insurance;10,47;0;3588
1847;25.03.17;Existing Contract;Statutory health insurance;;0;2419
1848;30.03.17;Existing Contract;Supplementary dental insurance;1,32;0;2778
1849;17.02.17;Existing Contract;Homeowner & landowner liability insurance;11,76;0;4141
1850;30.03.17;Existing Contract;Motor vehicle liability insurance & partial coverage motor vehicle insurance;;0;3431
1851;31.05.17;Existing Contract;Occupational disability insurance;34,54;0;5052
1852;20.03.17;Existing Contract;Travel health insurance;0,39;0;719
1853;12.04.17;Existing Contract;Statutory health insurance;;0;3789
1854;04.07.17;Existing Contract;Riester pension insurance scheme;16,8;0;3389
1855;22.05.17;Existing Contract;Term life insurance;;0;5222
1856;08.05.17;Existing Contract;Statutory health insurance;;0;4257
1857;14.03.18;Existing Contract;Homeowner’s building insurance;32,99;0;625
1858;06.01.18;Existing Contract;Statutory health insurance;;0;5400
1859;15.02.17;Existing Contract;Accident insurance;43,88;0;4462
1860;15.02.18;New Contract;Household contents insurance;37,67;0;5413
1861;16.03.17;Existing Contract;Riester pension insurance scheme;30,69;0;5339
1862;23.03.17;Existing Contract;Statutory health insurance;;0;2583
1863;25.01.17;Existing Contract;Personal liability insurance;16,79;0;411
1864;24.01.17;Existing Contract;Statutory health insurance;;0;1311
1865;24.05.17;Existing Contract;Legal protection insurance;57,83;0;887
1866;15.03.17;Existing Contract;Accident insurance;25,46;0;4707
